unit,               hm,                  cTime,       dt,       chm,qcrs,sat,sel,mod,bmso, Tb,  vb,  ib,   ib_charge, ioc, voc_soc,    vsat,dv_dyn,voc_stat,voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,soc_min, dv,
g20230530_soc0p_ch, 2023-08-11:10:43:39,   61225.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.497,    8.000,      8.000,       nan, 13.248, 13.700,  0.160, 13.248,    nan,    nan,    nan,    nan,  0.738,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:44:04,   61250.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.497,    8.000,      8.000,       nan, 13.248, 13.700,  0.160, 13.248,    nan,    nan,    nan,    nan,  0.739,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:44:29,   61275.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.497,    8.000,      8.000,       nan, 13.248, 13.700,  0.160, 13.248,    nan,    nan,    nan,    nan,  0.739,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:44:54,   61300.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.497,    8.000,      8.000,       nan, 13.248, 13.700,  0.160, 13.248,    nan,    nan,    nan,    nan,  0.740,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:45:19,   61325.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.497,    8.000,      8.000,       nan, 13.248, 13.700,  0.160, 13.248,    nan,    nan,    nan,    nan,  0.741,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:45:44,   61350.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.497,    8.000,      8.000,       nan, 13.248, 13.700,  0.160, 13.248,    nan,    nan,    nan,    nan,  0.741,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:46:09,   61375.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.497,    8.000,      8.000,       nan, 13.248, 13.700,  0.160, 13.248,    nan,    nan,    nan,    nan,  0.742,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:46:34,   61400.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.497,    8.000,      8.000,       nan, 13.248, 13.700,  0.160, 13.248,    nan,    nan,    nan,    nan,  0.742,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:46:59,   61425.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.497,    8.000,      8.000,       nan, 13.249, 13.700,  0.160, 13.249,    nan,    nan,    nan,    nan,  0.743,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:47:24,   61450.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.498,    8.000,      8.000,       nan, 13.249, 13.700,  0.160, 13.249,    nan,    nan,    nan,    nan,  0.743,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:47:49,   61475.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.498,    8.000,      8.000,       nan, 13.249, 13.700,  0.160, 13.249,    nan,    nan,    nan,    nan,  0.744,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:48:14,   61500.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.498,    8.000,      8.000,       nan, 13.249, 13.700,  0.160, 13.249,    nan,    nan,    nan,    nan,  0.744,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:48:39,   61525.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.498,    8.000,      8.000,       nan, 13.249, 13.700,  0.160, 13.249,    nan,    nan,    nan,    nan,  0.745,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:49:04,   61550.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.498,    8.000,      8.000,       nan, 13.249, 13.700,  0.160, 13.249,    nan,    nan,    nan,    nan,  0.746,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:49:29,   61575.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.498,    8.000,      8.000,       nan, 13.249, 13.700,  0.160, 13.249,    nan,    nan,    nan,    nan,  0.746,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:49:54,   61600.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.498,    8.000,      8.000,       nan, 13.249, 13.700,  0.160, 13.249,    nan,    nan,    nan,    nan,  0.747,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:50:19,   61625.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.498,    8.000,      8.000,       nan, 13.249, 13.700,  0.160, 13.249,    nan,    nan,    nan,    nan,  0.747,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:50:44,   61650.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.498,    8.000,      8.000,       nan, 13.250, 13.700,  0.160, 13.250,    nan,    nan,    nan,    nan,  0.748,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:51:09,   61675.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.499,    8.000,      8.000,       nan, 13.250, 13.700,  0.160, 13.250,    nan,    nan,    nan,    nan,  0.748,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:51:34,   61700.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.499,    8.000,      8.000,       nan, 13.250, 13.700,  0.160, 13.250,    nan,    nan,    nan,    nan,  0.749,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:51:59,   61725.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.499,    8.000,      8.000,       nan, 13.250, 13.700,  0.160, 13.250,    nan,    nan,    nan,    nan,  0.749,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:52:24,   61750.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.499,    8.000,      8.000,       nan, 13.250, 13.700,  0.160, 13.250,    nan,    nan,    nan,    nan,  0.750,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:52:49,   61775.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.499,    8.000,      8.000,       nan, 13.250, 13.700,  0.160, 13.250,    nan,    nan,    nan,    nan,  0.751,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:53:14,   61800.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.499,    8.000,      8.000,       nan, 13.250, 13.700,  0.160, 13.250,    nan,    nan,    nan,    nan,  0.751,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:53:39,   61825.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.499,    8.000,      8.000,       nan, 13.250, 13.700,  0.160, 13.250,    nan,    nan,    nan,    nan,  0.752,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:54:04,   61850.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.499,    8.000,      8.000,       nan, 13.250, 13.700,  0.160, 13.250,    nan,    nan,    nan,    nan,  0.752,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:54:29,   61875.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.499,    8.000,      8.000,       nan, 13.251, 13.700,  0.160, 13.251,    nan,    nan,    nan,    nan,  0.753,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:54:54,   61900.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.500,    8.000,      8.000,       nan, 13.251, 13.700,  0.160, 13.251,    nan,    nan,    nan,    nan,  0.753,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:55:19,   61925.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.500,    8.000,      8.000,       nan, 13.251, 13.700,  0.160, 13.251,    nan,    nan,    nan,    nan,  0.754,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:55:44,   61950.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.500,    8.000,      8.000,       nan, 13.251, 13.700,  0.160, 13.251,    nan,    nan,    nan,    nan,  0.754,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:56:09,   61975.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.500,    8.000,      8.000,       nan, 13.251, 13.700,  0.160, 13.251,    nan,    nan,    nan,    nan,  0.755,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:56:34,   62000.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.500,    8.000,      8.000,       nan, 13.251, 13.700,  0.160, 13.251,    nan,    nan,    nan,    nan,  0.756,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:56:59,   62025.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.500,    8.000,      8.000,       nan, 13.251, 13.700,  0.160, 13.251,    nan,    nan,    nan,    nan,  0.756,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:57:24,   62050.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.500,    8.000,      8.000,       nan, 13.251, 13.700,  0.160, 13.251,    nan,    nan,    nan,    nan,  0.757,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:57:49,   62075.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.500,    8.000,      8.000,       nan, 13.251, 13.700,  0.160, 13.251,    nan,    nan,    nan,    nan,  0.757,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:58:14,   62100.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.500,    8.000,      8.000,       nan, 13.252, 13.700,  0.160, 13.252,    nan,    nan,    nan,    nan,  0.758,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:58:39,   62125.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.501,    8.000,      8.000,       nan, 13.252, 13.700,  0.160, 13.252,    nan,    nan,    nan,    nan,  0.758,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:59:04,   62150.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.501,    8.000,      8.000,       nan, 13.252, 13.700,  0.160, 13.252,    nan,    nan,    nan,    nan,  0.759,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:59:29,   62175.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.501,    8.000,      8.000,       nan, 13.252, 13.700,  0.160, 13.252,    nan,    nan,    nan,    nan,  0.759,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:10:59:54,   62200.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.501,    8.000,      8.000,       nan, 13.252, 13.700,  0.160, 13.252,    nan,    nan,    nan,    nan,  0.760,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:00:19,   62225.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.501,    8.000,      8.000,       nan, 13.252, 13.700,  0.160, 13.252,    nan,    nan,    nan,    nan,  0.761,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:00:44,   62250.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.501,    8.000,      8.000,       nan, 13.252, 13.700,  0.160, 13.252,    nan,    nan,    nan,    nan,  0.761,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:01:09,   62275.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.501,    8.000,      8.000,       nan, 13.252, 13.700,  0.160, 13.252,    nan,    nan,    nan,    nan,  0.762,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:01:34,   62300.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.501,    8.000,      8.000,       nan, 13.252, 13.700,  0.160, 13.252,    nan,    nan,    nan,    nan,  0.762,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:01:59,   62325.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.501,    8.000,      8.000,       nan, 13.253, 13.700,  0.160, 13.253,    nan,    nan,    nan,    nan,  0.763,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:02:24,   62350.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.502,    8.000,      8.000,       nan, 13.253, 13.700,  0.160, 13.253,    nan,    nan,    nan,    nan,  0.763,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:02:49,   62375.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.502,    8.000,      8.000,       nan, 13.253, 13.700,  0.160, 13.253,    nan,    nan,    nan,    nan,  0.764,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:03:14,   62400.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.502,    8.000,      8.000,       nan, 13.253, 13.700,  0.160, 13.253,    nan,    nan,    nan,    nan,  0.764,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:03:39,   62425.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.502,    8.000,      8.000,       nan, 13.253, 13.700,  0.160, 13.253,    nan,    nan,    nan,    nan,  0.765,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:04:04,   62450.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.502,    8.000,      8.000,       nan, 13.253, 13.700,  0.160, 13.253,    nan,    nan,    nan,    nan,  0.766,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:04:29,   62475.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.502,    8.000,      8.000,       nan, 13.253, 13.700,  0.160, 13.253,    nan,    nan,    nan,    nan,  0.766,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:04:54,   62500.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.502,    8.000,      8.000,       nan, 13.253, 13.700,  0.160, 13.253,    nan,    nan,    nan,    nan,  0.767,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:05:19,   62525.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.502,    8.000,      8.000,       nan, 13.253, 13.700,  0.160, 13.253,    nan,    nan,    nan,    nan,  0.767,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:05:44,   62550.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.502,    8.000,      8.000,       nan, 13.254, 13.700,  0.160, 13.254,    nan,    nan,    nan,    nan,  0.768,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:06:09,   62575.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.503,    8.000,      8.000,       nan, 13.254, 13.700,  0.160, 13.254,    nan,    nan,    nan,    nan,  0.768,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:06:34,   62600.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.503,    8.000,      8.000,       nan, 13.254, 13.700,  0.160, 13.254,    nan,    nan,    nan,    nan,  0.769,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:06:59,   62625.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.503,    8.000,      8.000,       nan, 13.254, 13.700,  0.160, 13.254,    nan,    nan,    nan,    nan,  0.769,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:07:24,   62650.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.503,    8.000,      8.000,       nan, 13.254, 13.700,  0.160, 13.254,    nan,    nan,    nan,    nan,  0.770,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:07:49,   62675.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.503,    8.000,      8.000,       nan, 13.254, 13.700,  0.160, 13.254,    nan,    nan,    nan,    nan,  0.771,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:08:14,   62700.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.503,    8.000,      8.000,       nan, 13.254, 13.700,  0.160, 13.254,    nan,    nan,    nan,    nan,  0.771,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:08:39,   62725.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.503,    8.000,      8.000,       nan, 13.254, 13.700,  0.160, 13.254,    nan,    nan,    nan,    nan,  0.772,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:09:04,   62750.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.503,    8.000,      8.000,       nan, 13.254, 13.700,  0.160, 13.254,    nan,    nan,    nan,    nan,  0.772,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:09:29,   62775.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.503,    8.000,      8.000,       nan, 13.255, 13.700,  0.160, 13.255,    nan,    nan,    nan,    nan,  0.773,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:09:54,   62800.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.504,    8.000,      8.000,       nan, 13.255, 13.700,  0.160, 13.255,    nan,    nan,    nan,    nan,  0.773,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:10:19,   62825.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.504,    8.000,      8.000,       nan, 13.255, 13.700,  0.160, 13.255,    nan,    nan,    nan,    nan,  0.774,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:10:44,   62850.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.504,    8.000,      8.000,       nan, 13.255, 13.700,  0.160, 13.255,    nan,    nan,    nan,    nan,  0.774,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:11:09,   62875.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.504,    8.000,      8.000,       nan, 13.255, 13.700,  0.160, 13.255,    nan,    nan,    nan,    nan,  0.775,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:11:34,   62900.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.504,    8.000,      8.000,       nan, 13.255, 13.700,  0.160, 13.255,    nan,    nan,    nan,    nan,  0.776,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:11:59,   62925.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.504,    8.000,      8.000,       nan, 13.255, 13.700,  0.160, 13.255,    nan,    nan,    nan,    nan,  0.776,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:12:24,   62950.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.504,    8.000,      8.000,       nan, 13.255, 13.700,  0.160, 13.255,    nan,    nan,    nan,    nan,  0.777,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:12:49,   62975.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.504,    8.000,      8.000,       nan, 13.255, 13.700,  0.160, 13.255,    nan,    nan,    nan,    nan,  0.777,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:13:14,   63000.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.504,    8.000,      8.000,       nan, 13.256, 13.700,  0.160, 13.256,    nan,    nan,    nan,    nan,  0.778,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:13:39,   63025.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.505,    8.000,      8.000,       nan, 13.256, 13.700,  0.160, 13.256,    nan,    nan,    nan,    nan,  0.778,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:14:04,   63050.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.505,    8.000,      8.000,       nan, 13.256, 13.700,  0.160, 13.256,    nan,    nan,    nan,    nan,  0.779,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:14:29,   63075.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.505,    8.000,      8.000,       nan, 13.256, 13.700,  0.160, 13.256,    nan,    nan,    nan,    nan,  0.779,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:14:54,   63100.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.505,    8.000,      8.000,       nan, 13.256, 13.700,  0.160, 13.256,    nan,    nan,    nan,    nan,  0.780,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:15:19,   63125.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.505,    8.000,      8.000,       nan, 13.256, 13.700,  0.160, 13.256,    nan,    nan,    nan,    nan,  0.781,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:15:44,   63150.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.505,    8.000,      8.000,       nan, 13.256, 13.700,  0.160, 13.256,    nan,    nan,    nan,    nan,  0.781,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:16:09,   63175.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.505,    8.000,      8.000,       nan, 13.256, 13.700,  0.160, 13.256,    nan,    nan,    nan,    nan,  0.782,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:16:34,   63200.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.505,    8.000,      8.000,       nan, 13.256, 13.700,  0.160, 13.256,    nan,    nan,    nan,    nan,  0.782,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:16:59,   63225.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.505,    8.000,      8.000,       nan, 13.257, 13.700,  0.160, 13.257,    nan,    nan,    nan,    nan,  0.783,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:17:24,   63250.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.506,    8.000,      8.000,       nan, 13.257, 13.700,  0.160, 13.257,    nan,    nan,    nan,    nan,  0.783,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:17:49,   63275.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.506,    8.000,      8.000,       nan, 13.257, 13.700,  0.160, 13.257,    nan,    nan,    nan,    nan,  0.784,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:18:14,   63300.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.506,    8.000,      8.000,       nan, 13.257, 13.700,  0.160, 13.257,    nan,    nan,    nan,    nan,  0.784,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:18:39,   63325.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.506,    8.000,      8.000,       nan, 13.257, 13.700,  0.160, 13.257,    nan,    nan,    nan,    nan,  0.785,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:19:04,   63350.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.506,    8.000,      8.000,       nan, 13.257, 13.700,  0.160, 13.257,    nan,    nan,    nan,    nan,  0.786,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:19:29,   63375.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.506,    8.000,      8.000,       nan, 13.257, 13.700,  0.160, 13.257,    nan,    nan,    nan,    nan,  0.786,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:19:54,   63400.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.506,    8.000,      8.000,       nan, 13.257, 13.700,  0.160, 13.257,    nan,    nan,    nan,    nan,  0.787,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:20:19,   63425.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.506,    8.000,      8.000,       nan, 13.257, 13.700,  0.160, 13.257,    nan,    nan,    nan,    nan,  0.787,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:20:44,   63450.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.506,    8.000,      8.000,       nan, 13.258, 13.700,  0.160, 13.258,    nan,    nan,    nan,    nan,  0.788,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:21:09,   63475.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.507,    8.000,      8.000,       nan, 13.258, 13.700,  0.160, 13.258,    nan,    nan,    nan,    nan,  0.788,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:21:34,   63500.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.507,    8.000,      8.000,       nan, 13.258, 13.700,  0.160, 13.258,    nan,    nan,    nan,    nan,  0.789,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:21:59,   63525.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.507,    8.000,      8.000,       nan, 13.258, 13.700,  0.160, 13.258,    nan,    nan,    nan,    nan,  0.789,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:22:24,   63550.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.507,    8.000,      8.000,       nan, 13.258, 13.700,  0.160, 13.258,    nan,    nan,    nan,    nan,  0.790,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:22:49,   63575.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.507,    8.000,      8.000,       nan, 13.258, 13.700,  0.160, 13.258,    nan,    nan,    nan,    nan,  0.791,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:23:14,   63600.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.507,    8.000,      8.000,       nan, 13.258, 13.700,  0.160, 13.258,    nan,    nan,    nan,    nan,  0.791,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:23:39,   63625.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.507,    8.000,      8.000,       nan, 13.258, 13.700,  0.160, 13.258,    nan,    nan,    nan,    nan,  0.792,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:24:04,   63650.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.507,    8.000,      8.000,       nan, 13.258, 13.700,  0.160, 13.258,    nan,    nan,    nan,    nan,  0.792,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:24:29,   63675.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.507,    8.000,      8.000,       nan, 13.259, 13.700,  0.160, 13.259,    nan,    nan,    nan,    nan,  0.793,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:24:54,   63700.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.508,    8.000,      8.000,       nan, 13.259, 13.700,  0.160, 13.259,    nan,    nan,    nan,    nan,  0.793,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:25:19,   63725.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.508,    8.000,      8.000,       nan, 13.259, 13.700,  0.160, 13.259,    nan,    nan,    nan,    nan,  0.794,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:25:44,   63750.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.508,    8.000,      8.000,       nan, 13.259, 13.700,  0.160, 13.259,    nan,    nan,    nan,    nan,  0.794,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:26:09,   63775.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.508,    8.000,      8.000,       nan, 13.259, 13.700,  0.160, 13.259,    nan,    nan,    nan,    nan,  0.795,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:26:34,   63800.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.508,    8.000,      8.000,       nan, 13.259, 13.700,  0.160, 13.259,    nan,    nan,    nan,    nan,  0.796,  0.000,  0.089,
g20230530_soc0p_ch, 2023-08-11:11:26:59,   63825.000,   0.100,   1,  360000, 0,  1,  0,  0, 25.000,13.508,    8.000,      8.000,       nan, 13.259, 13.700,  0.160, 13.259,    nan,    nan,    nan,    nan,  0.796,  0.000,  0.089,
