unit_h, 2023-12-20T21:22:33, 1703107353,  16.557,  14.046,  -0.158,  -0.087,  16.557,  14.046,  -0.158,  0.9999,  0.0639,  0.9946,  14.048,  14.048,   0.648, 0, 0,
unit_h, 2023-12-20T21:52:33, 1703109153,  16.557,  13.826,  -0.158,  -0.087,  16.557,  13.826,  -0.158,  0.9992,  0.0639,  0.9927,  13.829,  13.829,   0.782, 0, 0,
unit_h, 2023-12-20T22:22:33, 1703110953,  16.493,  13.623,  -0.193,  -0.173,  16.493,  13.623,  -0.193,  0.9989,  0.0633,  0.9912,  13.627,  13.627,   0.933, 0, 0,
unit_h, 2023-12-20T22:52:34, 1703112754,  16.432,  13.516,  -0.193,  -0.173,  16.432,  13.516,  -0.193,  0.9986,  0.0628,  0.9902,  13.520,  13.520,   1.016, 1024, 0,
unit_h, 2023-12-20T23:22:34, 1703114554,  16.432,  13.434,  -0.193,  -0.173,  16.432,  13.434,  -0.193,  0.9977,  0.0628,  0.9874,  13.438,  13.438,   0.985, 0, 0,
unit_h, 2023-12-20T23:52:34, 1703116354,  16.368,  13.374,  -0.158,  -0.087,  16.368,  13.374,  -0.158,  0.9974,  0.0621,  0.9841,  13.377,  13.377,   1.009, 0, 0,
unit_h, 2023-12-21T00:22:34, 1703118154,  16.307,  13.335,  -0.193,  -0.087,  16.307,  13.335,  -0.193,  0.9971,  0.0616,  0.9819,  13.339,  13.339,   1.013, 0, 0,
unit_h, 2023-12-21T00:52:34, 1703119954,  16.243,  13.322,  -0.158,  -0.173,  16.243,  13.322,  -0.158,  0.9969,  0.0610,  0.9804,  13.326,  13.326,   1.004, 1024, 0,
unit_h, 2023-12-21T01:22:34, 1703121754,  16.182,  13.287,  -0.193,  -0.173,  16.182,  13.287,  -0.193,  0.9966,  0.0604,  0.9759,  13.292,  13.292,   0.988, 1024, 0,
unit_h, 2023-12-21T01:52:34, 1703123554,  16.118,  13.287,  -0.158,  -0.087,  16.118,  13.287,  -0.158,  0.9962,  0.0598,  0.9529,  13.291,  13.291,   0.963, 1024, 0,
unit_h, 2023-12-21T02:22:34, 1703125354,  16.057,  13.266,  -0.193,  -0.173,  16.057,  13.266,  -0.193,  0.9960,  0.0592,  0.9156,  13.270,  13.270,   0.932, 0, 0,
unit_h, 2023-12-21T02:52:34, 1703127154,  15.995,  13.210,  -1.967,  -1.910,  15.995,  13.210,  -1.967,  0.9917,  0.0587,  0.8448,  13.248,  13.248,   0.450, 0, 0,
unit_h, 2023-12-21T03:22:34, 1703128954,  15.932,  13.227,  -1.653,  -1.648,  15.932,  13.227,  -1.653,  0.9836,  0.0581,  0.7409,  13.260,  13.260,   0.121, 0, 0,
unit_h, 2023-12-21T03:52:35, 1703130755,  15.870,  13.227,  -1.513,  -1.562,  15.870,  13.227,  -1.513,  0.9763,  0.0575,  0.7020,  13.258,  13.258,   0.052, 1024, 0,
unit_h, 2023-12-21T04:22:35, 1703132555,  15.870,  13.223,  -1.653,  -1.648,  15.870,  13.223,  -1.653,  0.9684,  0.0575,  0.6912,  13.256,  13.256,   0.052, 0, 0,
unit_h, 2023-12-21T04:52:35, 1703134355,  15.870,  13.223,  -1.480,  -1.562,  15.870,  13.223,  -1.480,  0.9596,  0.0575,  0.6851,  13.252,  13.252,   0.049, 0, 0,
unit_h, 2023-12-21T05:22:35, 1703136155,  15.870,  13.227,  -1.480,  -1.475,  15.870,  13.227,  -1.480,  0.9519,  0.0575,  0.6871,  13.258,  13.258,   0.048, 0, 0,
unit_h, 2023-12-21T05:52:35, 1703137955,  15.807,  13.249,  -0.923,  -0.868,  15.807,  13.249,  -0.923,  0.9471,  0.0569,  0.6967,  13.268,  13.268,   0.041, 0, 0,
unit_h, 2023-12-21T06:22:35, 1703139755,  15.807,  13.258,  -0.923,  -0.955,  15.807,  13.258,  -0.923,  0.9425,  0.0569,  0.7063,  13.276,  13.276,   0.037, 0, 0,
unit_h, 2023-12-21T06:52:35, 1703141555,  15.745,  13.240,  -0.923,  -0.868,  15.745,  13.240,  -0.923,  0.9387,  0.0563,  0.7135,  13.258,  13.258,   0.037, 0, 0,
unit_h, 2023-12-21T07:22:35, 1703143355,  15.745,  13.240,  -1.132,  -1.215,  15.745,  13.240,  -1.132,  0.9343,  0.0563,  0.7171,  13.262,  13.262,   0.039, 0, 0,
unit_h, 2023-12-21T07:52:35, 1703145155,  15.682,  13.240,  -1.097,  -1.042,  15.682,  13.240,  -1.097,  0.9298,  0.0558,  0.7146,  13.262,  13.262,   0.040, 0, 0,
unit_h, 2023-12-21T08:22:35, 1703146955,  15.620,  13.240,  -0.888,  -0.780,  15.620,  13.240,  -0.888,  0.9254,  0.0552,  0.7089,  13.258,  13.258,   0.039, 0, 0,
unit_h, 2023-12-21T08:52:36, 1703148756,  15.620,  13.245,  -0.888,  -0.868,  15.620,  13.245,  -0.888,  0.9207,  0.0552,  0.7075,  13.262,  13.262,   0.039, 0, 0,
unit_h, 2023-12-21T09:22:36, 1703150556,  15.557,  13.271,  -0.228,  -0.173,  15.557,  13.271,  -0.228,  0.9182,  0.0546,  0.7156,  13.275,  13.275,   0.025, 0, 0,
unit_h, 2023-12-21T09:52:36, 1703152356,  15.495,  13.283,  -0.193,  -0.173,  15.495,  13.283,  -0.193,  0.9177,  0.0540,  0.7478,  13.287,  13.287,   0.018, 1024, 0,
unit_h, 2023-12-21T10:22:36, 1703154156,  15.432,  13.271,  -0.193,  -0.173,  15.432,  13.271,  -0.193,  0.9174,  0.0534,  0.7745,  13.274,  13.274,   0.015, 1024, 0,
unit_h, 2023-12-21T10:52:36, 1703155956,  15.307,  13.287,  -0.158,  -0.087,  15.307,  13.287,  -0.158,  0.9176,  0.0524,  0.7927,  13.291,  13.291,   0.013, 0, 0,
unit_h, 2023-12-21T11:22:36, 1703157756,  15.245,  13.283,  -0.193,  -0.173,  15.245,  13.283,  -0.193,  0.9174,  0.0517,  0.8037,  13.287,  13.287,   0.013, 0, 0,
unit_h, 2023-12-21T11:52:36, 1703159556,  15.182,  13.297,  -0.158,  -0.173,  15.182,  13.297,  -0.158,  0.9170,  0.0511,  0.8104,  13.300,  13.300,   0.013, 1024, 0,
unit_h, 2023-12-21T12:22:36, 1703161356,  15.057,  13.279,  -0.193,  -0.087,  15.057,  13.279,  -0.193,  0.9173,  0.0499,  0.8162,  13.283,  13.283,   0.012, 0, 0,
unit_h, 2023-12-21T12:52:36, 1703163156,  14.932,  13.297,  -0.088,  -0.087,  14.932,  13.297,  -0.088,  0.9176,  0.0488,  0.8214,  13.298,  13.298,   0.011, 1024, 0,
unit_h, 2023-12-21T13:22:36, 1703164956,  14.870,  13.292,   0.153,   0.260,  14.870,  13.292,   0.153,  0.9184,  0.0482,  0.8385,  13.289,  13.289,   0.002, 0, 0,
unit_h, 2023-12-21T13:52:37, 1703166757,  14.745,  13.327,   0.432,   0.520,  14.745,  13.327,   0.432,  0.9209,  0.0470,  0.8786,  13.318,  13.318,  -0.011, 0, 0,
unit_h, 2023-12-21T14:22:37, 1703168557,  14.682,  13.486,   4.082,   4.253,  14.682,  13.486,   4.082,  0.9342,  0.0464,  0.9861,  13.407,  13.407,  -0.107, 0, 0,
unit_h, 2023-12-21T14:52:37, 1703170357,  14.620,  13.447,   2.378,   2.430,  14.620,  13.447,   2.378,  0.9527,  0.0459,  0.9858,  13.400,  13.400,  -0.100, 0, 0,
unit_h, 2023-12-21T15:22:37, 1703172157,  14.557,  13.486,   3.073,   3.212,  14.557,  13.486,   3.073,  0.9680,  0.0452,  0.9869,  13.425,  13.425,  -0.119, 0, 0,
unit_h, 2023-12-21T15:52:37, 1703173957,  14.557,  13.667,   9.192,   9.548,  14.557,  13.667,   9.192,  0.9919,  0.0452,  0.9901,  13.488,  13.488,   0.218, 0, 0,
unit_h, 2023-12-21T16:22:37, 1703175757,  14.625,  14.493,   0.118,   0.172,  14.625,  14.493,   0.118,  1.0000,  0.0459,  0.9983,  14.491,  14.491,   0.202, 1024, 0,
unit_h, 2023-12-21T16:52:37, 1703177557,  14.750,  14.493,   0.048,   0.085,  14.750,  14.493,   0.048,  1.0000,  0.0471,  0.9982,  14.492,  14.492,   0.211, 0, 0,
unit_h, 2023-12-21T17:22:37, 1703179357,  14.875,  14.485,   0.013,   0.085,  14.875,  14.485,   0.013,  1.0000,  0.0483,  0.9982,  14.484,  14.484,   0.210, 0, 0,
unit_h, 2023-12-21T17:52:37, 1703181157,  14.937,  14.485,   0.048,   0.085,  14.937,  14.485,   0.048,  1.0000,  0.0488,  0.9982,  14.484,  14.484,   0.212, 0, 0,
unit_h, 2023-12-21T18:22:37, 1703182957,  15.000,  14.476,   0.013,   0.085,  15.000,  14.476,   0.013,  1.0000,  0.0494,  0.9982,  14.476,  14.476,   0.215, 1024, 0,
unit_h, 2023-12-21T18:52:38, 1703184758,  15.000,  14.485,   0.048,   0.085,  15.000,  14.485,   0.048,  1.0000,  0.0494,  0.9982,  14.484,  14.484,   0.216, 1024, 0,
unit_h, 2023-12-21T19:22:38, 1703186558,  15.062,  14.498,   0.013,   0.085,  15.062,  14.498,   0.013,  1.0000,  0.0499,  0.9982,  14.498,  14.498,   0.210, 1024, 0,
unit_h, 2023-12-21T19:52:38, 1703188358,  15.125,  14.498,   0.013,   0.000,  15.125,  14.498,   0.013,  1.0000,  0.0506,  0.9982,  14.498,  14.498,   0.207, 1024, 0,
unit_h, 2023-12-21T20:22:38, 1703190158,  15.125,  14.485,   0.013,   0.085,  15.125,  14.485,   0.013,  1.0000,  0.0506,  0.9982,  14.484,  14.484,   0.214, 0, 0,
unit_h, 2023-12-21T20:52:38, 1703191958,  15.187,  14.476,   0.013,   0.085,  15.187,  14.476,   0.013,  1.0000,  0.0511,  0.9982,  14.476,  14.476,   0.215, 1024, 0,
unit_h, 2023-12-21T21:22:38, 1703193758,  15.187,  14.058,  -0.123,  -0.087,  15.187,  14.058,  -0.123,  0.9996,  0.0511,  0.9947,  14.061,  14.061,   0.602, 1024, 0,
unit_h, 2023-12-21T21:52:38, 1703195558,  15.187,  13.818,  -0.158,  -0.173,  15.187,  13.818,  -0.158,  0.9988,  0.0511,  0.9928,  13.821,  13.821,   0.736, 1024, 0,
unit_h, 2023-12-21T22:22:38, 1703197358,  15.187,  13.633,  -0.193,  -0.173,  15.187,  13.633,  -0.193,  0.9979,  0.0511,  0.9912,  13.636,  13.636,   0.814, 0, 0,
unit_h, 2023-12-21T22:52:38, 1703199158,  15.187,  13.525,  -0.193,  -0.173,  15.187,  13.525,  -0.193,  0.9971,  0.0511,  0.9902,  13.528,  13.528,   0.826, 1024, 0,
unit_h, 2023-12-21T23:22:38, 1703200958,  15.182,  13.430,  -0.193,  -0.173,  15.182,  13.430,  -0.193,  0.9962,  0.0511,  0.9876,  13.433,  13.433,   0.807, 0, 0,
unit_h, 2023-12-21T23:52:39, 1703202759,  15.120,  13.383,  -0.193,  -0.087,  15.120,  13.383,  -0.193,  0.9960,  0.0505,  0.9841,  13.386,  13.386,   0.831, 1024, 0,
unit_h, 2023-12-22T00:22:39, 1703204559,  15.120,  13.343,  -0.193,  -0.173,  15.120,  13.343,  -0.193,  0.9951,  0.0505,  0.9819,  13.348,  13.348,   0.766, 0, 0,
unit_h, 2023-12-22T00:52:39, 1703206359,  15.057,  13.318,  -0.193,  -0.087,  15.057,  13.318,  -0.193,  0.9948,  0.0499,  0.9804,  13.322,  13.322,   0.759, 0, 0,
unit_h, 2023-12-22T01:22:39, 1703208159,  15.057,  13.292,  -0.158,  -0.087,  15.057,  13.292,  -0.158,  0.9939,  0.0499,  0.9756,  13.295,  13.295,   0.671, 1024, 0,
unit_h, 2023-12-22T01:52:39, 1703209959,  14.995,  13.287,  -0.193,  -0.173,  14.995,  13.287,  -0.193,  0.9937,  0.0493,  0.9517,  13.292,  13.292,   0.651, 0, 0,
unit_h, 2023-12-22T02:22:39, 1703211759,  14.995,  13.283,  -0.158,  -0.173,  14.995,  13.283,  -0.158,  0.9928,  0.0493,  0.9126,  13.287,  13.287,   0.548, 1024, 0,
unit_h, 2023-12-22T02:52:39, 1703213559,  14.932,  13.197,  -1.967,  -1.997,  14.932,  13.197,  -1.967,  0.9871,  0.0488,  0.8283,  13.236,  13.236,   0.190, 0, 0,
unit_h, 2023-12-22T03:22:39, 1703215359,  14.932,  13.219,  -1.653,  -1.648,  14.932,  13.219,  -1.653,  0.9783,  0.0488,  0.7268,  13.252,  13.252,   0.058, 0, 0,
unit_h, 2023-12-22T03:52:39, 1703217159,  14.932,  13.214,  -1.897,  -1.823,  14.932,  13.214,  -1.897,  0.9692,  0.0488,  0.6944,  13.252,  13.252,   0.057, 0, 0,
unit_h, 2023-12-22T04:22:39, 1703218959,  14.932,  13.219,  -1.653,  -1.648,  14.932,  13.219,  -1.653,  0.9604,  0.0488,  0.6873,  13.252,  13.252,   0.055, 0, 0,
unit_h, 2023-12-22T04:52:40, 1703220760,  14.932,  13.223,  -1.583,  -1.648,  14.932,  13.223,  -1.583,  0.9523,  0.0488,  0.6873,  13.254,  13.254,   0.052, 0, 0,
unit_h, 2023-12-22T05:22:40, 1703222560,  14.932,  13.236,  -1.097,  -1.128,  14.932,  13.236,  -1.097,  0.9449,  0.0488,  0.6897,  13.258,  13.258,   0.047, 0, 0,
unit_h, 2023-12-22T05:52:40, 1703224360,  14.870,  13.245,  -0.853,  -0.780,  14.870,  13.245,  -0.853,  0.9411,  0.0482,  0.7055,  13.262,  13.262,   0.040, 0, 0,
unit_h, 2023-12-22T06:22:40, 1703226160,  14.807,  13.249,  -0.958,  -0.955,  14.807,  13.249,  -0.958,  0.9369,  0.0476,  0.7131,  13.268,  13.268,   0.040, 0, 0,
unit_h, 2023-12-22T06:52:40, 1703227960,  14.807,  13.249,  -1.027,  -1.042,  14.807,  13.249,  -1.027,  0.9318,  0.0476,  0.7145,  13.269,  13.269,   0.043, 0, 0,
unit_h, 2023-12-22T07:22:40, 1703229760,  14.745,  13.279,  -0.193,  -0.173,  14.745,  13.279,  -0.193,  0.9291,  0.0470,  0.7244,  13.283,  13.283,   0.026, 0, 0,
unit_h, 2023-12-22T07:52:40, 1703231560,  14.682,  13.266,  -0.193,  -0.087,  14.682,  13.266,  -0.193,  0.9287,  0.0464,  0.7578,  13.270,  13.270,   0.020, 1024, 0,
unit_h, 2023-12-22T08:22:40, 1703233360,  14.557,  13.279,  -0.158,  -0.087,  14.557,  13.279,  -0.158,  0.9290,  0.0452,  0.7822,  13.283,  13.283,   0.016, 1024, 0,
unit_h, 2023-12-22T08:52:40, 1703235160,  14.495,  13.271,  -0.193,  -0.087,  14.495,  13.271,  -0.193,  0.9287,  0.0447,  0.7978,  13.274,  13.274,   0.014, 0, 0,
unit_h, 2023-12-22T09:22:41, 1703236961,  14.370,  13.287,  -0.193,  -0.087,  14.370,  13.287,  -0.193,  0.9289,  0.0435,  0.8068,  13.292,  13.292,   0.013, 0, 0,
unit_h, 2023-12-22T09:52:41, 1703238761,  14.245,  13.283,  -0.193,  -0.173,  14.245,  13.283,  -0.193,  0.9293,  0.0424,  0.8117,  13.287,  13.287,   0.013, 0, 0,
unit_h, 2023-12-22T10:22:41, 1703240561,  14.120,  13.283,  -0.158,  -0.087,  14.120,  13.283,  -0.158,  0.9295,  0.0412,  0.8165,  13.287,  13.287,   0.013, 1024, 0,
unit_h, 2023-12-22T10:52:41, 1703242361,  13.995,  13.283,  -0.193,  -0.173,  13.995,  13.283,  -0.193,  0.9297,  0.0400,  0.8201,  13.287,  13.287,   0.013, 0, 0,
unit_h, 2023-12-22T11:22:41, 1703244161,  13.870,  13.283,  -0.158,  -0.173,  13.870,  13.283,  -0.158,  0.9301,  0.0389,  0.8222,  13.287,  13.287,   0.013, 1024, 0,
unit_h, 2023-12-22T11:52:41, 1703245961,  13.745,  13.287,  -0.193,  -0.173,  13.745,  13.287,  -0.193,  0.9303,  0.0377,  0.8241,  13.292,  13.292,   0.013, 0, 0,
unit_h, 2023-12-22T12:22:41, 1703247761,  13.620,  13.297,  -0.158,  -0.173,  13.620,  13.297,  -0.158,  0.9304,  0.0367,  0.8263,  13.299,  13.299,   0.013, 0, 0,
unit_h, 2023-12-22T12:52:41, 1703249561,  13.557,  13.287,  -0.088,  -0.173,  13.557,  13.287,  -0.088,  0.9305,  0.0359,  0.8291,  13.289,  13.289,   0.012, 0, 0,
unit_h, 2023-12-22T13:22:41, 1703251361,  13.432,  13.305,   0.118,   0.085,  13.432,  13.305,   0.118,  0.9317,  0.0348,  0.8449,  13.303,  13.303,   0.003, 0, 0,
fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_min, soc_ekf, voc, voc_stat, e_w_f, fltw, falw,

echo: Pf, 0
unit_h, 2023-12-22T13:52:41, 1703253161,  13.307,  13.309,   0.327,   0.433,  13.307,  13.309,   0.327,  0.9339,  0.0336,  0.8781,  13.303,  13.303,  -0.007, 0, 0,
unit_h, 2023-12-22T14:22:42, 1703254962,  13.182,  13.499,   4.117,   4.253,  13.182,  13.499,   4.117,  0.9481,  0.0324,  0.9866,  13.418,  13.418,  -0.116, 0, 0,
unit_h, 2023-12-22T14:52:42, 1703256762,  13.182,  13.473,   2.725,   2.863,  13.182,  13.473,   2.725,  0.9673,  0.0324,  0.9863,  13.420,  13.420,  -0.108, 0, 0,
unit_h, 2023-12-22T15:22:42, 1703258562,  13.120,  13.512,   3.525,   3.645,  13.120,  13.512,   3.525,  0.9838,  0.0319,  0.9878,  13.443,  13.443,  -0.065, 0, 0,
unit_h, 2023-12-22T15:52:42, 1703260362,  13.120,  13.723,   8.253,   8.593,  13.120,  13.723,   8.253,  1.0000,  0.0319,  0.9906,  13.562,  13.562,   1.143, 0, 0,
unit_h, 2023-12-22T16:22:42, 1703262162,  13.125,  14.481,   0.083,   0.085,  13.125,  14.481,   0.083,  1.0000,  0.0319,  0.9982,  14.479,  14.479,   0.212, 0, 0,
unit_h, 2023-12-22T16:52:42, 1703263962,  13.187,  14.493,   0.048,   0.085,  13.187,  14.493,   0.048,  1.0000,  0.0325,  0.9982,  14.492,  14.492,   0.215, 0, 0,
unit_h, 2023-12-22T17:22:42, 1703265762,  13.250,  14.476,   0.013,   0.085,  13.250,  14.476,   0.013,  1.0000,  0.0331,  0.9982,  14.476,  14.476,   0.214, 0, 0,
unit_h, 2023-12-22T17:52:42, 1703267562,  13.312,  14.489,   0.048,   0.085,  13.312,  14.489,   0.048,  1.0000,  0.0337,  0.9982,  14.488,  14.488,   0.216, 0, 0,
unit_h, 2023-12-22T18:22:42, 1703269362,  13.375,  14.481,   0.013,   0.085,  13.375,  14.481,   0.013,  1.0000,  0.0343,  0.9981,  14.480,  14.480,   0.221, 0, 0,
unit_h, 2023-12-22T18:52:42, 1703271162,  13.437,  14.493,   0.083,   0.085,  13.437,  14.493,   0.083,  1.0000,  0.0348,  0.9982,  14.492,  14.492,   0.212, 1024, 0,
unit_h, 2023-12-22T19:22:43, 1703272963,  13.437,  14.463,  -0.018,   0.085,  13.437,  14.463,  -0.018,  1.0000,  0.0348,  0.9982,  14.463,  14.463,   0.217, 1024, 0,
unit_h, 2023-12-22T19:52:43, 1703274763,  13.500,  14.485,   0.048,   0.085,  13.500,  14.485,   0.048,  1.0000,  0.0354,  0.9982,  14.484,  14.484,   0.216, 1024, 0,
unit_h, 2023-12-22T20:22:43, 1703276563,  13.500,  14.481,   0.013,   0.085,  13.500,  14.481,   0.013,  1.0000,  0.0354,  0.9982,  14.480,  14.480,   0.215, 0, 0,
unit_h, 2023-12-22T20:52:43, 1703278363,  13.562,  14.485,   0.048,   0.085,  13.562,  14.485,   0.048,  1.0000,  0.0360,  0.9982,  14.484,  14.484,   0.219, 0, 0,
unit_h, 2023-12-22T21:22:43, 1703280163,  13.687,  14.024,  -0.158,  -0.087,  13.687,  14.024,  -0.158,  0.9999,  0.0371,  0.9946,  14.027,  14.027,   0.658, 1024, 0,
unit_h, 2023-12-22T21:52:43, 1703281963,  13.687,  13.830,  -0.158,  -0.173,  13.687,  13.830,  -0.158,  0.9991,  0.0371,  0.9928,  13.833,  13.833,   0.772, 0, 0,
unit_h, 2023-12-22T22:22:43, 1703283763,  13.750,  13.645,  -0.193,  -0.087,  13.750,  13.645,  -0.193,  0.9976,  0.0377,  0.9912,  13.649,  13.649,   0.775, 0, 0,
unit_h, 2023-12-22T22:52:43, 1703285563,  13.812,  13.529,  -0.158,  -0.173,  13.812,  13.529,  -0.158,  0.9961,  0.0383,  0.9903,  13.533,  13.533,   0.708, 1024, 0,
unit_h, 2023-12-22T23:22:43, 1703287363,  13.937,  13.430,  -0.193,  -0.173,  13.937,  13.430,  -0.193,  0.9939,  0.0395,  0.9874,  13.433,  13.433,   0.528, 0, 0,
unit_h, 2023-12-22T23:52:43, 1703289163,  14.125,  13.391,  -0.193,  -0.173,  14.125,  13.391,  -0.193,  0.9912,  0.0413,  0.9842,  13.395,  13.395,   0.250, 0, 0,
unit_h, 2023-12-23T00:22:44, 1703290964,  14.250,  13.331,  -0.193,  -0.260,  14.250,  13.331,  -0.193,  0.9890,  0.0424,  0.9819,  13.335,  13.335,   0.125, 0, 0,
unit_h, 2023-12-23T00:52:44, 1703292764,  14.375,  13.318,  -0.193,  -0.173,  14.375,  13.318,  -0.193,  0.9869,  0.0436,  0.9802,  13.322,  13.322,   0.115, 1024, 0,
unit_h, 2023-12-23T01:22:44, 1703294564,  14.500,  13.297,  -0.193,  -0.087,  14.500,  13.297,  -0.193,  0.9847,  0.0447,  0.9744,  13.300,  13.300,   0.095, 0, 0,
unit_h, 2023-12-23T01:52:44, 1703296364,  14.562,  13.287,  -0.193,  -0.173,  14.562,  13.287,  -0.193,  0.9831,  0.0453,  0.9471,  13.292,  13.292,   0.079, 0, 0,
unit_h, 2023-12-23T02:22:44, 1703298164,  14.687,  13.271,  -0.193,  -0.087,  14.687,  13.271,  -0.193,  0.9811,  0.0464,  0.9052,  13.274,  13.274,   0.048, 1024, 0,
unit_h, 2023-12-23T02:52:44, 1703299964,  14.687,  13.283,  -0.193,  -0.173,  14.687,  13.283,  -0.193,  0.9801,  0.0465,  0.8591,  13.287,  13.287,   0.034, 1024, 0,
unit_h, 2023-12-23T03:22:44, 1703301764,  14.687,  13.271,  -0.193,  -0.173,  14.687,  13.271,  -0.193,  0.9791,  0.0465,  0.8218,  13.274,  13.274,   0.033, 0, 0,
unit_h, 2023-12-23T03:52:44, 1703303564,  14.687,  13.214,  -1.827,  -1.823,  14.687,  13.214,  -1.827,  0.9710,  0.0465,  0.7212,  13.250,  13.250,   0.063, 1024, 0,
unit_h, 2023-12-23T04:22:44, 1703305364,  14.687,  13.210,  -1.583,  -1.562,  14.687,  13.210,  -1.583,  0.9629,  0.0465,  0.6883,  13.241,  13.241,   0.058, 0, 0,
unit_h, 2023-12-23T04:52:44, 1703307164,  14.687,  13.210,  -1.548,  -1.475,  14.687,  13.210,  -1.548,  0.9549,  0.0465,  0.6837,  13.241,  13.241,   0.055, 0, 0,
unit_h, 2023-12-23T05:22:45, 1703308965,  14.682,  13.214,  -1.757,  -1.910,  14.682,  13.214,  -1.757,  0.9461,  0.0464,  0.6810,  13.250,  13.250,   0.057, 0, 0,
unit_h, 2023-12-23T05:52:45, 1703310765,  14.620,  13.240,  -1.062,  -1.128,  14.620,  13.240,  -1.062,  0.9403,  0.0459,  0.6891,  13.261,  13.261,   0.044, 0, 0,
unit_h, 2023-12-23T06:22:45, 1703312565,  14.620,  13.236,  -1.270,  -1.215,  14.620,  13.236,  -1.270,  0.9357,  0.0459,  0.7048,  13.260,  13.260,   0.041, 0, 0,
unit_h, 2023-12-23T06:52:45, 1703314365,  14.557,  13.249,  -0.818,  -0.780,  14.557,  13.249,  -0.818,  0.9310,  0.0452,  0.7081,  13.266,  13.266,   0.041, 0, 0,
unit_h, 2023-12-23T07:22:45, 1703316165,  14.495,  13.227,  -0.958,  -0.955,  14.495,  13.227,  -0.958,  0.9272,  0.0447,  0.7146,  13.246,  13.246,   0.040, 0, 0,
unit_h, 2023-12-23T07:52:45, 1703317965,  14.432,  13.240,  -0.993,  -0.955,  14.432,  13.240,  -0.993,  0.9225,  0.0441,  0.7129,  13.260,  13.260,   0.044, 0, 0,
unit_h, 2023-12-23T08:22:45, 1703319765,  14.370,  13.232,  -1.027,  -0.955,  14.370,  13.232,  -1.027,  0.9178,  0.0435,  0.7084,  13.252,  13.252,   0.044, 0, 0,
unit_h, 2023-12-23T08:52:45, 1703321565,  14.307,  13.275,  -0.193,  -0.173,  14.307,  13.275,  -0.193,  0.9160,  0.0429,  0.7269,  13.279,  13.279,   0.025, 0, 0,
unit_h, 2023-12-23T09:22:45, 1703323365,  14.182,  13.275,  -0.193,  -0.173,  14.182,  13.275,  -0.193,  0.9162,  0.0418,  0.7592,  13.278,  13.278,   0.018, 1024, 0,
unit_h, 2023-12-23T09:52:45, 1703325165,  14.120,  13.287,  -0.158,  -0.173,  14.120,  13.287,  -0.158,  0.9159,  0.0412,  0.7810,  13.291,  13.291,   0.018, 0, 0,
unit_h, 2023-12-23T10:22:46, 1703326966,  13.995,  13.279,  -0.193,  -0.173,  13.995,  13.279,  -0.193,  0.9161,  0.0400,  0.7935,  13.283,  13.283,   0.015, 1024, 0,
unit_h, 2023-12-23T10:52:46, 1703328766,  13.870,  13.283,  -0.158,  -0.087,  13.870,  13.283,  -0.158,  0.9164,  0.0389,  0.8004,  13.287,  13.287,   0.015, 1024, 0,
unit_h, 2023-12-23T11:22:46, 1703330566,  13.745,  13.275,  -0.193,  -0.173,  13.745,  13.275,  -0.193,  0.9166,  0.0377,  0.8053,  13.278,  13.278,   0.014, 0, 0,
unit_h, 2023-12-23T11:52:46, 1703332366,  13.620,  13.283,  -0.158,  -0.087,  13.620,  13.283,  -0.158,  0.9169,  0.0365,  0.8094,  13.287,  13.287,   0.014, 0, 0,
unit_h, 2023-12-23T12:22:46, 1703334166,  13.495,  13.279,  -0.158,  -0.173,  13.495,  13.279,  -0.158,  0.9171,  0.0354,  0.8124,  13.283,  13.283,   0.014, 0, 0,
unit_h, 2023-12-23T12:52:46, 1703335966,  13.370,  13.279,  -0.018,   0.085,  13.370,  13.279,  -0.018,  0.9176,  0.0342,  0.8173,  13.279,  13.279,   0.009, 0, 0,
unit_h, 2023-12-23T13:22:46, 1703337766,  13.307,  13.327,   0.432,   0.433,  13.307,  13.327,   0.432,  0.9194,  0.0336,  0.8484,  13.318,  13.318,  -0.009, 1024, 0,
unit_h, 2023-12-23T13:52:46, 1703339566,  13.182,  13.335,   0.605,   0.693,  13.182,  13.335,   0.605,  0.9231,  0.0324,  0.9117,  13.323,  13.323,  -0.023, 0, 0,
unit_h, 2023-12-23T14:22:46, 1703341366,  13.120,  13.503,   3.943,   4.078,  13.120,  13.503,   3.943,  0.9362,  0.0319,  0.9866,  13.425,  13.425,  -0.115, 0, 0,
unit_h, 2023-12-23T14:52:46, 1703343166,  13.120,  13.456,   2.448,   2.603,  13.120,  13.456,   2.448,  0.9549,  0.0319,  0.9862,  13.408,  13.408,  -0.109, 0, 0,
unit_h, 2023-12-23T15:22:47, 1703344967,  13.120,  13.512,   3.282,   3.385,  13.120,  13.512,   3.282,  0.9698,  0.0319,  0.9879,  13.447,  13.447,  -0.135, 0, 0,
unit_h, 2023-12-23T15:52:47, 1703346767,  13.120,  13.710,   7.872,   8.072,  13.120,  13.710,   7.872,  0.9932,  0.0319,  0.9906,  13.557,  13.557,   0.306, 0, 0,
unit_h, 2023-12-23T16:22:47, 1703348567,  13.125,  14.498,   0.083,   0.172,  13.125,  14.498,   0.083,  1.0000,  0.0319,  0.9982,  14.496,  14.496,   0.210, 0, 0,
