unit_sel, 63173611.047, 0, 1,  -0.9903055,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.13380,   14.41683,-3.59332,-3.70220,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.17205,9.57008, 0, 13.17205,  10.06,10.06, 0,  9.99, 0, 16,  -0.182,  -0.011, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173611.047, 0, 0, 10.06250,10.06250, 13.73997,14.41678,-4.64670,9.57007,  -1.609, -1.609, -1.609,-16.218,  1,      -80.1,   0.99976, 0, 
soc0_20221028, 2022-11-29T09:17:22,  63173611.047, 0.099,   0,  1,  1,  0,  0, 10.0,13.172,    -1.609,    -1.609,   -16.218,14.41675,    13.73997,-4.64117,18.01322,4.00000,  14.062019, 0.99976,0.00945,0.99976,
unit_sel, 63173611.146, 0, 1,  -0.9903050,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.13434,   14.41675,-3.59648,-3.69710,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.17636,9.57553, 0, 13.17636,  10.06,10.06, 0,  9.99, 0, 16,  -0.149,  -0.014, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173611.146, 0, 0, 10.06250,10.06250, 13.73997,14.41670,-4.64117,9.57553,  -1.609, -1.609, -1.609,-16.218,  1,      -80.2,   0.99976, 0, 
soc0_20221028, 2022-11-29T09:17:22,  63173611.146, 0.101,   0,  1,  1,  0,  0, 10.0,13.176,    -1.609,    -1.609,   -16.218,14.41667,    13.73997,-4.63568,18.01204,4.00000,  14.062019, 0.99976,0.00945,0.99976,
unit_sel, 63173611.247, 0, 1,  -0.9903045,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.13487,   14.41667,-3.59537,-3.69209,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.16344,9.58094, 0, 13.16344,  10.06,10.06, 0,  9.99, 0, 16,  -0.122,  -0.018, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173611.247, 0, 0, 10.06250,10.06250, 13.73997,14.41661,-4.63568,9.58094,  -1.609, -1.609, -1.609,-16.218,  1,      -80.4,   0.99976, 0, 
soc0_20221028, 2022-11-29T09:17:23,  63173611.247, 0.099,   0,  1,  1,  0,  0, 10.0,13.163,    -1.609,    -1.609,   -16.218,14.41657,    13.73997,-4.63007,17.99352,4.00000,  14.062019, 0.99976,0.00945,0.99976,
unit_sel, 63173611.346, 0, 1,  -0.9903040,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.13538,   14.41657,-3.57694,-3.68653,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.16344,9.58646, 0, 13.16344,  10.06,10.06, 0,  9.99, 0, 16,  -0.100,  -0.022, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173611.346, 0, 0, 10.06250,10.06250, 13.73997,14.41653,-4.63007,9.58646,  -1.609, -1.609, -1.609,-16.218,  1,      -80.6,   0.99976, 0, 
soc0_20221028, 2022-11-29T09:17:23,  63173611.346, 0.100,   0,  1,  1,  0,  0, 10.0,13.163,    -1.609,    -1.609,   -16.218,14.41649,    13.73997,-4.62458,17.98802,4.00000,  14.062019, 0.99976,0.00945,0.99976,
unit_sel, 63173611.446, 0, 1,  -0.9903035,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.13589,   14.41649,-3.57153,-3.68092,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.15914,9.59187, 0, 13.15914,  10.06,10.06, 0,  9.99, 0, 16,  -0.082,  -0.026, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173611.446, 0, 0, 10.06250,10.06250, 13.73997,14.41645,-4.62458,9.59187,  -1.609, -1.609, -1.609,-16.218,  1,      -80.7,   0.99976, 0, 
soc0_20221028, 2022-11-29T09:17:23,  63173611.446, 0.100,   0,  1,  1,  0,  0, 10.0,13.159,    -1.609,    -1.609,   -16.218,14.41641,    13.73997,-4.61903,17.97817,4.00000,  14.062019, 0.99976,0.00945,0.99976,
unit_sel, 63173611.546, 0, 1,  -0.9903030,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.13638,   14.41641,-3.56176,-3.67510,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.15052,9.59732, 0, 13.15052,  10.06,10.06, 0,  9.99, 0, 16,  -0.067,  -0.029, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173611.546, 0, 0, 10.06250,10.06250, 13.73997,14.41636,-4.61903,9.59732,  -1.609, -1.609, -1.609,-16.218,  1,      -80.9,   0.99976, 0, 
soc0_20221028, 2022-11-29T09:17:23,  63173611.546, 0.101,   0,  1,  1,  0,  0, 10.0,13.151,    -1.609,    -1.609,   -16.218,14.41633,    13.73997,-4.61349,17.96402,4.00000,  14.062019, 0.99976,0.00945,0.99976,
unit_sel, 63173611.647, 0, 1,  -0.9903026,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.13688,   14.41633,-3.54769,-3.66883,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.17205,9.60278, 0, 13.17205,  10.06,10.06, 0,  9.99, 0, 16,  -0.055,  -0.033, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173611.647, 0, 0, 10.06250,10.06250, 13.73997,14.41628,-4.61349,9.60278,  -1.609, -1.609, -1.609,-16.218,  1,      -81.0,   0.99976, 0, 
soc0_20221028, 2022-11-29T09:17:23,  63173611.647, 0.100,   0,  1,  1,  0,  0, 10.0,13.172,    -1.609,    -1.609,   -16.218,14.41625,    13.73997,-4.60790,17.97996,4.00000,  14.062019, 0.99976,0.00945,0.99976,
unit_sel, 63173611.747, 0, 1,  -0.9903021,  -1.60924,-1.59243,-1.60924,-1.60924,-1.60924,  -0.01681,0.13383,   14.41625,-3.56371,-3.66370,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.17205,9.60829, 0, 13.17205,  10.06,10.06, 0,  9.99, 0, 16,   0.122,  -0.034, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173611.747, 0, 0, 10.06250,10.06250, 13.73997,14.41619,-4.60790,9.60829,  -1.609, -1.609, -1.609,-16.218,  1,      -81.2,   0.99976, 0, 
soc0_20221028, 2022-11-29T09:17:23,  63173611.747, 0.099,   0,  1,  1,  0,  0, 10.0,13.172,    -1.609,    -1.609,   -16.218,14.41616,    13.73997,-4.60238,17.97443,4.00000,  14.062019, 0.99976,0.00945,0.99976,
unit_sel, 63173611.846, 0, 1,  -0.9903016,  -1.60924,-1.59243,-1.60924,-1.60924,-1.60924,  -0.01681,0.13088,   14.41616,-3.55827,-3.65861,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.16775,9.61374, 0, 13.16775,  10.06,10.06, 0,  9.99, 0, 16,   0.256,  -0.032, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173611.846, 0, 0, 10.06250,10.06250, 13.73997,14.41611,-4.60238,9.61374,  -1.609, -1.609, -1.609,-16.218,  1,      -81.4,   0.99975, 0, 
soc0_20221028, 2022-11-29T09:17:23,  63173611.846, 0.101,   0,  1,  1,  0,  0, 10.0,13.168,    -1.609,    -1.609,   -16.218,14.41608,    13.73997,-4.59691,17.96466,4.00000,  14.062019, 0.99975,0.00945,0.99975,
unit_sel, 63173611.947, 0, 1,  -0.9903011,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.13148,   14.41608,-3.54858,-3.65319,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.16344,9.61912, 0, 13.16344,  10.06,10.06, 0,  9.99, 0, 16,   0.043,  -0.030, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173611.947, 0, 0, 10.06250,10.06250, 13.73997,14.41603,-4.59691,9.61912,  -1.609, -1.609, -1.609,-16.218,  1,      -81.5,   0.99975, 0, 
soc0_20221028, 2022-11-29T09:17:23,  63173611.947, 0.099,   0,  1,  1,  0,  0, 10.0,13.163,    -1.609,    -1.609,   -16.218,14.41600,    13.73997,-4.59134,17.95478,4.00000,  13.954784, 0.99975,0.00944,0.99975,
unit_sel, 63173612.046, 0, 1,  -0.9903095,  -1.54232,-1.77023,-1.54232,-1.54232,-1.54232,  0.22791,0.13337,   14.41600,-3.53878,-3.64766,  1, -1.54232,-1.54232, 0, -1.54232,  1, 13.15914,9.62461, 0, 13.15914,  10.06,10.06, 0,  9.99, 0, 16,  -0.058,  -0.028, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173612.046, 0, 0, 10.06250,10.06250, 13.73997,14.41595,-4.59134,9.62461,  -1.609, -1.542, -1.542,-16.218,  1,      -81.7,   0.99975, 0, 
soc0_20221028, 2022-11-29T09:17:23,  63173612.046, 0.100,   0,  1,  1,  0,  0, 10.0,13.159,    -1.542,    -1.542,   -16.218,14.41591,    13.73997,-4.58569,17.94482,4.00000,  13.954784, 0.99975,0.00944,0.99975,
unit_sel, 63173612.146, 0, 1,  -0.9903091,  -1.54232,-1.59243,-1.54232,-1.54232,-1.54232,  0.05011,0.13172,   14.41591,-3.52892,-3.64187,  1, -1.54232,-1.54232, 0, -1.54232,  1, 13.15052,9.63018, 0, 13.15052,  10.06,10.06, 0,  9.99, 0, 16,   0.178,  -0.026, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173612.146, 0, 0, 10.06250,10.06250, 13.73997,14.41587,-4.58569,9.63018,  -1.542, -1.542, -1.542,-16.218,  1,      -81.8,   0.99975, 0, 
soc0_20221028, 2022-11-29T09:17:23,  63173612.146, 0.100,   0,  1,  1,  0,  0, 10.0,13.151,    -1.542,    -1.542,   -16.218,14.41584,    13.73997,-4.58013,17.93066,4.00000,  13.954784, 0.99975,0.00944,0.99975,
unit_sel, 63173612.246, 0, 1,  -0.9903086,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.13230,   14.41584,-3.51482,-3.63567,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.15914,9.63565, 0, 13.15914,  10.06,10.06, 0,  9.99, 0, 16,   0.072,  -0.022, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173612.246, 0, 0, 10.06250,10.06250, 13.73997,14.41578,-4.58013,9.63565,  -1.542, -1.609, -1.609,-16.218,  1,      -82.0,   0.99975, 0, 
soc0_20221028, 2022-11-29T09:17:24,  63173612.246, 0.101,   0,  1,  1,  0,  0, 10.0,13.159,    -1.609,    -1.609,   -16.218,14.41575,    13.73997,-4.57481,17.93395,4.00000,  13.954784, 0.99975,0.00944,0.99975,
unit_sel, 63173612.347, 0, 1,  -0.9903081,  -1.60924,-1.59243,-1.60924,-1.60924,-1.60924,  -0.01681,0.12932,   14.41575,-3.51819,-3.62988,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.17636,9.64089, 0, 13.17636,  10.06,10.06, 0,  9.99, 0, 16,   0.011,  -0.019, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173612.347, 0, 0, 10.06250,10.06250, 13.73997,14.41570,-4.57481,9.64089,  -1.609, -1.609, -1.609,-16.218,  1,      -82.2,   0.99975, 0, 
soc0_20221028, 2022-11-29T09:17:24,  63173612.347, 0.100,   0,  1,  1,  0,  0, 10.0,13.176,    -1.609,    -1.609,   -16.218,14.41567,    13.73997,-4.56931,17.94567,4.00000,  13.954784, 0.99975,0.00944,0.99975,
unit_sel, 63173612.447, 0, 1,  -0.9903076,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.12995,   14.41567,-3.53000,-3.62501,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.18067,9.64631, 0, 13.18067,  10.06,10.06, 0,  9.99, 0, 16,  -0.002,  -0.016, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173612.447, 0, 0, 10.06250,10.06250, 13.73997,14.41562,-4.56931,9.64631,  -1.609, -1.609, -1.609,-16.218,  1,      -82.3,   0.99975, 0, 
soc0_20221028, 2022-11-29T09:17:24,  63173612.447, 0.100,   0,  1,  1,  0,  0, 10.0,13.181,    -1.609,    -1.609,   -16.218,14.41558,    13.73997,-4.56385,17.94451,4.00000,  13.954784, 0.99975,0.00944,0.99975,
unit_sel, 63173612.547, 0, 1,  -0.9903072,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.13056,   14.41558,-3.52894,-3.62033,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.16775,9.65169, 0, 13.16775,  10.06,10.06, 0, 10.00, 0, 16,  -0.157,  -0.015, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173612.547, 0, 0, 10.06250,10.06250, 13.73997,14.41554,-4.56385,9.65169,  -1.609, -1.609, -1.609,-16.218,  1,      -82.5,   0.99975, 0, 
soc0_20221028, 2022-11-29T09:17:24,  63173612.547, 0.108,   0,  1,  1,  0,  0, 10.0,13.168,    -1.609,    -1.609,   -16.218,14.41551,    13.74001,-4.55838,17.92613,4.00000,  13.954784, 0.99975,0.00944,0.99973,
unit_sel, 63173612.655, 0, 1,  -0.9902883,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.13121,   14.41551,-3.51062,-3.61456,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.15914,9.65709, 0, 13.15914,  10.06,10.06, 0, 10.00, 0, 16,  -0.128,  -0.015, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173612.655, 0, 0, 10.06250,10.06250, 13.74001,14.41547,-4.55838,9.65709,  -1.609, -1.609, -1.609,-16.218,  1,      -88.8,   0.99973, 0, 
soc0_20221028, 2022-11-29T09:17:24,  63173612.655, 0.099,   0,  1,  1,  0,  0, 10.0,13.159,    -1.609,    -1.609,   -16.218,14.41227,    13.74001,-4.55248,17.91162,4.00000,  13.954784, 0.99973,0.00944,0.99972,
unit_sel, 63173612.754, 0, 1,  -0.9902710,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.13180,   14.41227,-3.49935,-3.60899,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.15052,9.65973, 0, 13.15052,  10.06,10.06, 0, 10.00, 0, 16,  -0.104,  -0.016, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173612.754, 0, 0, 10.06250,10.06250, 13.74001,14.41221,-4.55248,9.65973,  -1.609, -1.609, -1.609,-16.218,  1,      -94.5,   0.99972, 0, 
soc0_20221028, 2022-11-29T09:17:24,  63173612.754, 0.100,   0,  1,  1,  0,  0, 10.0,13.151,    -1.609,    -1.609,   -16.218,14.40929,    13.74001,-4.54708,17.89760,4.00000,  13.954784, 0.99972,0.00944,0.99970,
unit_sel, 63173612.854, 0, 1,  -0.9902535,  -1.60924,-1.59243,-1.60924,-1.60924,-1.60924,  -0.01681,0.12885,   14.40929,-3.48831,-3.60311,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.16344,9.66217, 0, 13.16344,  10.06,10.06, 0, 10.00, 0, 16,   0.081,  -0.016, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173612.854, 0, 0, 10.06250,10.06250, 13.74001,14.40925,-4.54708,9.66217,  -1.609, -1.609, -1.609,-16.218,  1,     -100.3,   0.99970, 0, 
soc0_20221028, 2022-11-29T09:17:24,  63173612.854, 0.101,   0,  1,  1,  0,  0, 10.0,13.163,    -1.609,    -1.609,   -16.219,14.40629,    13.74001,-4.54162,17.90507,4.00000,  13.954784, 0.99970,0.00944,0.99968,
unit_sel, 63173612.955, 0, 1,  -0.9902359,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.12950,   14.40629,-3.49878,-3.59797,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.16775,9.66462, 0, 13.16775,  10.06,10.06, 0, 10.00, 0, 16,   0.056,  -0.015, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173612.955, 0, 0, 10.06250,10.06250, 13.74001,14.40625,-4.54162,9.66462,  -1.609, -1.609, -1.609,-16.219,  1,     -106.1,   0.99968, 0, 
soc0_20221028, 2022-11-29T09:17:24,  63173612.955, 0.100,   0,  1,  1,  0,  0, 10.0,13.168,    -1.609,    -1.609,   -16.219,14.40325,    13.74001,-4.53612,17.90387,4.00000,  13.954784, 0.99968,0.00944,0.99966,
unit_sel, 63173613.055, 0, 1,  -0.9902183,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.13012,   14.40325,-3.50062,-3.59322,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.17636,9.66709, 0, 13.17636,  10.06,10.06, 0, 10.00, 0, 16,  -0.110,  -0.015, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173613.055, 0, 0, 10.06250,10.06250, 13.74001,14.40321,-4.53612,9.66709,  -1.609, -1.609, -1.609,-16.219,  1,     -111.9,   0.99966, 0, 
soc0_20221028, 2022-11-29T09:17:24,  63173613.055, 0.100,   0,  1,  1,  0,  0, 10.0,13.176,    -1.609,    -1.609,   -16.219,14.40025,    13.74001,-4.53068,17.90704,4.00000,  13.954784, 0.99966,0.00944,0.99965,
unit_sel, 63173613.155, 0, 1,  -0.9902043,  -1.54232,-1.77023,-1.54232,-1.54232,-1.54232,  0.22791,0.13206,   14.40025,-3.50679,-3.58900,  1, -1.54232,-1.54232, 0, -1.54232,  1, 13.16344,9.66953, 0, 13.16344,  10.06,10.06, 0, 10.00, 0, 16,  -0.027,  -0.016, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173613.155, 0, 0, 10.06250,10.06250, 13.74001,14.40021,-4.53068,9.66953,  -1.609, -1.542, -1.542,-16.219,  1,     -116.6,   0.99965, 0, 
soc0_20221028, 2022-11-29T09:17:24,  63173613.155, 0.099,   0,  1,  1,  0,  0, 10.0,13.163,    -1.542,    -1.542,   -16.219,14.39783,    13.74001,-4.52505,17.88849,4.00000,  13.954784, 0.99965,0.00944,0.99965,
unit_sel, 63173613.254, 0, 1,  -0.9902039,  -1.54232,-1.77023,-1.54232,-1.54232,-1.54232,  0.22791,0.13394,   14.39783,-3.49066,-3.58425,  1, -1.54232,-1.54232, 0, -1.54232,  1, 13.15914,9.67274, 0, 13.15914,  10.06,10.06, 0, 10.00, 0, 16,   0.036,  -0.016, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173613.254, 0, 0, 10.06250,10.06250, 13.74001,14.39779,-4.52505,9.67274,  -1.542, -1.542, -1.542,-16.219,  1,     -116.8,   0.99965, 0, 
soc0_20221028, 2022-11-29T09:17:25,  63173613.254, 0.100,   0,  1,  1,  0,  0, 10.0,13.159,    -1.542,    -1.542,   -16.219,14.39775,    13.74001,-4.51962,17.87876,4.00000,  13.954784, 0.99965,0.00944,0.99965,
unit_sel, 63173613.354, 0, 1,  -0.9902034,  -1.54232,-1.59243,-1.54232,-1.54232,-1.54232,  0.05011,0.13228,   14.39775,-3.48101,-3.57922,  1, -1.54232,-1.54232, 0, -1.54232,  1, 13.14622,9.67809, 0, 13.14622,  10.06,10.06, 0, 10.00, 0, 16,   0.196,  -0.014, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173613.354, 0, 0, 10.06250,10.06250, 13.74001,14.39771,-4.51962,9.67809,  -1.542, -1.542, -1.542,-16.219,  1,     -116.9,   0.99965, 0, 
soc0_20221028, 2022-11-29T09:17:25,  63173613.354, 0.101,   0,  1,  1,  0,  0, 10.0,13.146,    -1.542,    -1.542,   -16.219,14.39766,    13.74001,-4.51417,17.86039,4.00000,  13.954784, 0.99965,0.00944,0.99965,
unit_sel, 63173613.455, 0, 1,  -0.9902029,  -1.54232,-1.59243,-1.54232,-1.54232,-1.54232,  0.05011,0.13063,   14.39766,-3.46272,-3.57348,  1, -1.54232,-1.54232, 0, -1.54232,  1, 13.15914,9.68345, 0, 13.15914,  10.06,10.06, 0, 10.00, 0, 16,   0.316,  -0.009, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173613.455, 0, 0, 10.06250,10.06250, 13.74001,14.39762,-4.51417,9.68345,  -1.542, -1.542, -1.542,-16.219,  1,     -117.1,   0.99965, 0, 
soc0_20221028, 2022-11-29T09:17:25,  63173613.455, 0.100,   0,  1,  1,  0,  0, 10.0,13.159,    -1.542,    -1.542,   -16.219,14.39758,    13.74001,-4.50869,17.86782,4.00000,  13.954784, 0.99965,0.00944,0.99965,
unit_sel, 63173613.555, 0, 1,  -0.9902024,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.13123,   14.39758,-3.47024,-3.56844,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.17205,9.68886, 0, 13.17205,  10.06,10.06, 0, 10.00, 1024, 16,   0.029,  -0.004, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173613.555, 0, 0, 10.06250,10.06250, 13.74001,14.39754,-4.50869,9.68886,  -1.542, -1.609, -1.609,-16.219,  1,     -117.2,   0.99965, 0, 
soc0_20221028, 2022-11-29T09:17:25,  63173613.555, 0.100,   0,  1,  1,  0,  0, 10.0,13.172,    -1.609,    -1.609,   -16.219,14.39750,    13.74001,-4.50347,17.87552,4.00000,  13.954784, 0.99965,0.00944,0.99965,
echo: v0, 4
unit_sel, 63173613.655, 0, 1,  -0.9902020,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.13182,   14.39750,-3.47802,-3.56403,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.17205,9.69399, 0, 13.17205,  10.06,10.06, 0, 10.00, 1024, 16,  -0.190,  -0.002, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sim,  63173613.655, 0, 0, 10.06250,10.06250, 13.74001,14.39746,-4.50347,9.69399,  -1.609, -1.609, -1.609,-16.219,  1,     -117.4,   0.99965, 0, 
soc0_20221028, 2022-11-29T09:17:25,  63173613.655, 0.100,   0,  1,  1,  0,  0, 10.0,13.172,    -1.609,    -1.609,   -16.219,14.39742,    13.74001,-4.49812,17.87017,4.00000,  13.954784, 0.99965,0.00944,0.99965,
echo: v0, 0
